country,year,turnoutreg,closeness,closeness_per,weekday,streltype,compulsory,populationNohl,concurrent,v2x_polyarchy,democracy,gini
South Korea,2008,46,2108543,12.299999999999997,Wednesday,L,0,NA,0,0.772,TRUE,0.45855996
South Korea,1997,80.7,390557,1.5999999999999943,Thursday,P,0,45545000,0,0.755,TRUE,0.44297278
South Korea,1988,75.8,1995319,10.2,Tuesday,L,0,42031000,0,0.636,TRUE,0.44297278
South Korea,2007,63,5314043,22.500000000000004,Wednesday,P,0,NA,0,0.846,TRUE,0.4464756
South Korea,2012,75.8,1080496,3.6000000000000014,Wednesday,P,0,NA,0,0.762,TRUE,0.44372672
South Korea,2016,58,1823729,7.699999999999999,Wednesday,L,0,NA,0,0.733,TRUE,0.45755702
South Korea,1987,89.2,1945157,8.399999999999999,Wednesday,P,0,41622000,0,0.389,FALSE,0.44297278
South Korea,1996,63.9,1811769,9.2,Friday,L,0,45545000,0,0.749,TRUE,0.44297278
South Korea,1981,77.7,2280795,14,Wednesday,L,0,38723000,0,0.214,FALSE,0.44297278
South Korea,1985,84.6,1196984,5.900000000000002,Tuesday,L,0,40806000,0,0.308,FALSE,0.44297278
South Korea,2000,57.2,584734,3.1000000000000014,Thursday,L,0,47388015,0,0.842,TRUE,0.44297278
South Korea,1992,69.7,1919142,9.3,Wednesday,L,0,43748000,0,0.671,TRUE,0.44297278
Kosovo,2010,45.6,70839,9.899999999999999,Sunday,L,0,NA,0,0.505,TRUE,0.50023514
Kosovo,2014,42.6,37585,5.199999999999999,Sunday,L,0,NA,0,0.55,TRUE,0.47581667
Kosovo,2004,49.52,114325,16.57,Sunday,L,0,NA,0,0.515,TRUE,0.48619464
Kosovo,2007,40.1,66797,11.690000000000001,Saturday,L,0,NA,0,0.504,TRUE,0.48326045
Kyrgyzstan,2007,86.3,1087285,41.870000000000005,Sunday,L,0,NA,0,0.323,FALSE,0.5277132
Kyrgyzstan,2000,78.4,1187774,62.2,Sunday,P,0,4823000,0,0.285,FALSE,0.49175483
Kyrgyzstan,2011,56.59,900910,48.400000000000006,Sunday,P,0,NA,0,0.484,FALSE,0.49406922
Kyrgyzstan,2005,74,1697455,84.78999999999999,Sunday,P,0,NA,0,0.322,FALSE,0.53972596
Kyrgyzstan,2009,86,1576876,68.49,Thursday,P,0,NA,0,0.304,FALSE,0.51977074
Kyrgyzstan,2000,64.4,148350,9.5,Sunday,L,0,4823000,0,0.285,FALSE,0.49175483
Kyrgyzstan,2015,59,115853,7.270000000000003,Sunday,L,0,NA,0,0.462,FALSE,0.49669924
Kyrgyzstan,2017,55.9,355664,21,Sunday,P,0,NA,0,0.447,FALSE,0.50301015
Latvia,2011,61.4,69109,7.600000000000001,Saturday,L,0,NA,0,0.806,TRUE,0.49344924
Latvia,2018,54.58,46853,5.5,Saturday,L,0,NA,0,0.825,TRUE,0.49364462
Latvia,2002,77,48364,4.890000000000001,Saturday,L,0,2345800,0,0.809,TRUE,0.50535065
Latvia,1995,72.6,2434,0.25,Sunday,L,0,2529500,0,0.801,TRUE,0.4606867
Latvia,2010,64.72,50027,5.18,Saturday,L,0,NA,0,0.781,TRUE,0.48447058
Latvia,2014,58.9,10350,1.1000000000000014,Saturday,L,0,NA,0,0.829,TRUE,0.49318057
Latvia,1998,71,30165,3.1999999999999993,Saturday,L,0,2419200,0,0.812,TRUE,0.49525943
Latvia,2006,60.98,25886,2.8999999999999986,Saturday,L,0,2286100,0,0.805,TRUE,0.49758178
Lesotho,1993,72.3,277669,52.099999999999994,Monday,L,0,1700000,0,0.503,TRUE,0.74903446
Lesotho,2017,46.85,85557,14.700000000000003,Saturday,L,0,NA,0,0.509,TRUE,0.61887544
Lesotho,2002,72.3,180082,32.5,Saturday,L,0,NA,0,0.503,TRUE,0.6688207
Lithuania,1998,73.7,14256,0.7999999999999972,Sunday,P,0,3562300,0,0.829,TRUE,0.4498586
Lithuania,2004,46.08,93183,7.699999999999999,Sunday,L,0,3445900,0,0.827,TRUE,0.4889944
Lithuania,2004,48.4,123156,10,Sunday,P,0,3445900,0,0.827,TRUE,0.4889944
Lithuania,2004,52.46,72867,5.299999999999997,Sunday,P,0,3445900,0,0.827,TRUE,0.4889944
Lithuania,2002,52.7,133899,9.420000000000002,Sunday,P,0,3462500,0,0.823,TRUE,0.4579924
Lithuania,2002,53.9,229595,16,Sunday,P,0,3475600,0,0.823,TRUE,0.4579924
Lithuania,2012,52.9,19910,1.4499999999999993,Sunday,L,0,NA,0,0.845,TRUE,0.49325883
Lithuania,2009,51.76,787742,57.27,Sunday,P,0,NA,0,0.849,TRUE,0.497198
Lithuania,2016,50.6,2167,0.1999999999999993,Sunday,L,0,NA,0,0.829,TRUE,0.5023889
Lithuania,1996,52.9,273326,20.9,Sunday,L,0,3615200,0,0.83,TRUE,0.46780512
Lithuania,2000,58.6,168399,11.5,Sunday,L,0,3512100,0,0.826,TRUE,0.46243274
Lithuania,2014,47.4,215785,17.799999999999997,Sunday,P,0,NA,0,0.836,TRUE,0.5346486
Lithuania,2008,48.59,57194,4.629999999999999,Sunday,L,0,NA,0,0.829,TRUE,0.49679482
Lithuania,1997,71.5,322021,17,Sunday,P,0,35888000,0,0.831,TRUE,0.4538566
Lithuania,2016,37.99,65503,7.440000000000001,Sunday,L,0,NA,0,0.829,TRUE,0.5023889
Lithuania,2014,52.2,430826,32,Sunday,P,0,NA,0,0.836,TRUE,0.5346486
Luxembourg,2009,90.81,433538,16.48,Sunday,L,1,NA,0,0.88,TRUE,0.4758921
Luxembourg,2004,91.9,320140,12.739999999999998,Sunday,L,1,455000,0,0.876,TRUE,0.5157553
Luxembourg,2013,91.1,439050,13.400000000000002,Sunday,L,1,NA,0,0.882,TRUE,0.47567743
Luxembourg,1994,88.3,90111,4.919999999999998,Sunday,L,1,405650,0,0.875,TRUE,0.45579773
North Macedonia,1999,65.1,124508,12,Sunday,P,0,2021000,0,0.566,TRUE,0.47310278
North Macedonia,1998,69.4,99808,13,Sunday,L,0,2010000,0,0.514,TRUE,0.47606966
North Macedonia,2014,62.96,197660,18.3,Sunday,L,0,NA,1,0.445,FALSE,0.4584196
North Macedonia,2016,66.79,17596,1.3999999999999986,Sunday,L,0,NA,0,0.45,FALSE,0.451031
North Macedonia,1999,69.06,69194,6.219999999999999,Sunday,P,0,2021000,0,0.566,TRUE,0.47310278
North Macedonia,2011,63.48,72020,6.409999999999997,Sunday,L,0,NA,0,0.477,FALSE,0.48904788
North Macedonia,2014,54.6,136833,14.599999999999994,Sunday,P,0,NA,1,0.445,FALSE,0.4584196
North Macedonia,2014,49.1,123278,14,Sunday,P,0,NA,0,0.445,FALSE,0.4584196
North Macedonia,1998,72.88,32870,3,Sunday,L,0,2010000,0,0.514,TRUE,0.47606966
Madagascar,2001,66.8,244148,5.799999999999997,Sunday,P,0,NA,0,0.509,TRUE,0.64941806
Malawi,2004,59.41,15529,0.48999999999999844,Thursday,L,0,NA,1,0.455,FALSE,0.6100647
Malawi,2004,54.3,273281,8.799999999999997,Thursday,P,0,NA,1,0.455,FALSE,0.6100647
Malaysia,2004,74.51,2781865,40,Sunday,L,0,NA,0,0.3,FALSE,0.5703578
Malaysia,1995,68.3,3169039,53.2,Tuesday,L,0,20100000,0,0.255,FALSE,0.5876303
Malaysia,2013,83.3,386285,3.6000000000000014,Sunday,L,0,NA,0,0.315,FALSE,0.5317838
Malaysia,2008,74.7,2551859,31.819999999999997,Saturday,L,0,NA,0,0.316,FALSE,0.5745656
Maldives,2009,78.87,11163,7.799999999999997,Saturday,L,0,NA,0,0.619,TRUE,0.57849526
Malta,1981,94.6,4142,1.8500000000000014,Saturday,L,0,363000,0,0.673,TRUE,0.42038563
Malta,1992,96.1,13021,5.270000000000003,Saturday,L,0,359000,0,0.778,TRUE,0.42038563
Malta,1998,95.4,12817,4.840000000000003,Saturday,L,0,377000,0,0.797,TRUE,0.42038563
Malta,2013,93.8,35107,11.489999999999995,Saturday,L,0,NA,0,0.796,TRUE,0.4509795
Malta,1996,96.3,7633,2.9000000000000057,Saturday,L,0,373000,0,0.795,TRUE,0.42038563
Malta,1987,96.11,4785,2.039999999999999,Saturday,L,0,346000,0,0.722,TRUE,0.42038563
Malta,2017,92.1,35280,11.299999999999997,Saturday,L,0,NA,0,0.77,TRUE,0.46237022
Malta,2003,96,12080,4.280000000000001,Saturday,L,0,400000,0,0.796,TRUE,0.42038563
Malta,2008,93.3,1580,0.5500000000000043,Saturday,L,0,NA,0,0.809,TRUE,0.42736176
Mauritania,2014,56.5,516777,73.2,Saturday,P,0,NA,0,0.43,FALSE,0.521352
Mexico,2006,58.6,402708,1.0399999999999991,Sunday,P,1,NA,1,0.675,TRUE,0.71735024
Mexico,2018,63.43,17503363,31.800000000000004,Sunday,P,1,NA,1,0.671,TRUE,0.75181776
Mexico,2009,44.76,2970620,8.7,Sunday,L,1,NA,0,0.641,TRUE,0.748803
Mexico,2006,58.51,1826968,4.690000000000001,Sunday,L,1,NA,1,0.675,TRUE,0.71735024
Mexico,2012,62.4,537476,1.1099999999999994,Sunday,L,1,NA,1,0.645,TRUE,0.7548383
Mexico,2012,63.08,3192281,6.600000000000001,Sunday,P,1,NA,1,0.645,TRUE,0.7548383
Mexico,2018,62.84,10875985,19.300000000000004,Sunday,L,1,NA,1,0.671,TRUE,0.75181776
Mexico,2015,47,3008971,8.21,Sunday,L,1,NA,0,0.636,TRUE,0.74347275
Mexico,2003,41.3,1614207,6.300000000000001,Sunday,L,1,102806000,0,0.702,TRUE,0.70613474
Moldova,2016,57.4,67488,4.200000000000003,Sunday,P,0,NA,0,0.539,TRUE,0.48420697
Moldova,2014,55.79,5711,0.3500000000000014,Sunday,L,0,NA,0,0.644,TRUE,0.4903474
Moldova,2009,58.8,444704,28.1,Sunday,L,0,NA,0,0.478,FALSE,0.51620066
Moldova,2001,67.5,582737,36.7,Sunday,L,0,4264300,0,0.529,TRUE,0.5054254
Moldova,2005,69.4,271959,17.5,Sunday,L,0,3941500,0,0.464,FALSE,0.5104002
Moldova,1998,72.3,171796,10.600000000000001,Sunday,L,0,4304700,0,0.587,TRUE,0.51061106
Moldova,2010,65.04320042571156,170991,9.899999999999999,Sunday,L,0,NA,0,0.638,TRUE,0.50707304
Moldova,2016,51.2,131398,5.299999999999997,Sunday,P,0,NA,0,0.539,TRUE,0.48420697
Mongolia,2012,61.1,45364,4.099999999999998,Thursday,L,0,NA,0,0.688,TRUE,0.5796677
Mongolia,2013,66.50227729522446,102414,8.369999999999997,Wednesday,P,0,NA,0,0.688,TRUE,0.56727284
Mongolia,2017,68.63,105730,7.890000000000001,Monday,P,0,NA,0,0.668,TRUE,0.5574364
Mongolia,2016,74.3,168947,11.979999999999997,Wednesday,L,0,NA,0,0.674,TRUE,0.5582206
Mongolia,2017,60.67,114159,10.299999999999997,Friday,P,0,NA,0,0.668,TRUE,0.5574364
Montenegro,2006,71.37,115007,33.92,Sunday,L,0,631000,0,0.497,FALSE,0.4833955
Montenegro,2016,73.4,6890,4.899999999999999,Sunday,L,0,NA,0,0.466,FALSE,0.51425755
Montenegro,2008,68.1,106645,32.29,Sunday,P,0,684000,0,0.501,TRUE,0.49017325
Montenegro,2009,66.19,113743,35.099999999999994,Sunday,L,0,NA,0,0.505,TRUE,0.49374637
Montenegro,2013,63.9,7651,2.4200000000000017,Sunday,P,0,NA,0,0.477,FALSE,0.50519174
Montenegro,2012,70.6,82607,23.099999999999998,Sunday,L,0,NA,0,0.502,TRUE,0.5138872
Morocco,1984,67.4,338107,7.600000000000001,Tuesday,L,0,21331000,0,0.162,FALSE,0.59173703
Mozambique,2014,48.5,1080858,23.9,Wednesday,L,0,NA,1,0.437,FALSE,0.72475654
Mozambique,2014,48.6,995115,20.4,Wednesday,P,0,NA,1,0.437,FALSE,0.72475654
Myanmar,2015,69.82,6452641,28.900000000000002,Sunday,L,0,NA,0,0.375,FALSE,0.6185122
Namibia,2009,68.64,512024,63.099999999999994,Saturday,L,0,NA,1,0.661,TRUE,0.7652751
Namibia,2009,68.73,522601,64.39999999999999,Saturday,P,0,NA,1,0.661,TRUE,0.7652751
Netherlands,1989,80.3,305251,3.3999999999999986,Wednesday,L,0,14805000,0,0.864,TRUE,0.37981856
Netherlands,1994,78.8,156717,1.8000000000000007,Tuesday,L,0,15324000,0,0.861,TRUE,0.38666537
Netherlands,2012,74.57,164198,1.7399999999999984,Wednesday,L,0,NA,0,0.869,TRUE,0.40775657
Netherlands,2002,79,1038922,10.899999999999999,Wednesday,L,0,16105000,0,0.852,TRUE,0.39490578
Netherlands,2003,79.9,132117,1.4000000000000021,Wednesday,L,0,16192572,0,0.861,TRUE,0.3986516
Netherlands,2010,75.4,80770,0.8599999999999994,Wednesday,L,0,NA,0,0.873,TRUE,0.4062617
Netherlands,2006,80.4,523496,5.300000000000001,Wednesday,L,0,NA,0,0.866,TRUE,0.41131145
Netherlands,1986,85.8,121240,1.3000000000000043,Wednesday,L,0,14529000,0,0.863,TRUE,0.38493624
Netherlands,1981,87,218807,2.5,Tuesday,L,0,14209000,0,0.863,TRUE,0.3713276
Netherlands,2017,81.9,865410,8.200000000000001,Wednesday,L,0,NA,0,0.874,TRUE,0.41893938
Netherlands,1982,81,83076,1,Wednesday,L,0,14286000,0,0.864,TRUE,0.37422892
Netherlands,1998,73.4,369584,4.300000000000001,Wednesday,L,0,15654000,0,0.848,TRUE,0.38284117
New Zealand,1984,93.7,136660,7.100000000000001,Saturday,L,0,3252800,0,0.867,TRUE,0.4834295
New Zealand,1957,92.9,47397,4.099999999999994,Saturday,L,0,2232500,0,0.81,TRUE,0.5386596
New Zealand,1972,89.1,96247,6.899999999999999,Saturday,L,0,2915600,0,0.848,TRUE,0.517694
New Zealand,1987,89.1,72143,4,Saturday,L,0,3303600,0,0.866,TRUE,0.4566564
New Zealand,1946,97.5,29855,2.8999999999999986,Wednesday,L,0,1759600,0,0.801,TRUE,0.51877964
New Zealand,1949,94,50732,4.699999999999996,Wednesday,L,0,1871700,0,0.804,TRUE,0.54904526
New Zealand,2008,79.46,256518,10.939999999999998,Saturday,L,0,NA,0,0.889,TRUE,0.3756222
New Zealand,1990,85.2,231443,12.699999999999996,Saturday,L,0,3362500,0,0.873,TRUE,0.5039373
New Zealand,1951,89.1,86425,8,Saturday,L,0,1947600,0,0.773,TRUE,0.54554343
New Zealand,2014,77.9,526967,21.939999999999998,Saturday,L,0,NA,0,0.891,TRUE,0.45426974
New Zealand,2005,80.92,45506,2,Saturday,L,0,NA,0,0.887,TRUE,0.4450477
New Zealand,2002,76.98,412909,20.33,Saturday,L,0,NA,0,0.887,TRUE,0.46343967
New Zealand,2017,79.75,195891,7.560000000000002,Saturday,L,0,NA,0,0.891,TRUE,0.4578518
New Zealand,1975,82.5,128683,8,Saturday,L,0,3100100,0,0.854,TRUE,0.48534095
New Zealand,2011,74.21,443699,19.830000000000002,Saturday,L,0,NA,0,0.901,TRUE,0.446649
New Zealand,1978,87.5,10085,0.6000000000000014,Saturday,L,0,3143500,0,0.852,TRUE,0.47728258
New Zealand,1996,88.3,117156,5.599999999999998,Saturday,L,0,3715700,0,0.882,TRUE,0.49856418
New Zealand,1999,84.8,170267,8.200000000000003,Saturday,L,0,3812800,0,0.888,TRUE,0.48485628
New Zealand,1963,89.6,39809,3.3999999999999986,Saturday,L,0,2536900,0,0.837,TRUE,0.52205795
New Zealand,1954,91.4,1548,0.19999999999999574,Saturday,L,0,2094900,0,0.798,TRUE,0.5501669
New Zealand,1966,86,26553,2.200000000000003,Saturday,L,0,2682600,0,0.833,TRUE,0.5108745
New Zealand,1969,88.9,13905,1,Saturday,L,0,2780100,0,0.836,TRUE,0.5139262
New Zealand,1960,89.8,48867,4.200000000000003,Saturday,L,0,2377000,0,0.832,TRUE,0.52301013
New Zealand,1981,91.4,4122,0.20000000000000284,Saturday,L,0,3156700,0,0.849,TRUE,0.47420177
New Zealand,1993,85.2,7133,0.29999999999999716,Saturday,L,0,3555800,0,0.882,TRUE,0.51166064
Niger,2011,48.17,499391,16,Saturday,P,0,NA,0,0.547,TRUE,0.5328352
Niger,2011,49.22,401486,12.399999999999999,Monday,L,0,NA,1,0.547,TRUE,0.5328352
Niger,2011,50.1,432909,12.900000000000002,Monday,P,0,NA,0,0.547,TRUE,0.5328352
Nigeria,2003,67.9,11746118,29.799999999999997,Saturday,P,0,NA,0,0.437,FALSE,0.58198184
Nigeria,2003,50,7906276,27.05,Saturday,L,0,NA,0,0.437,FALSE,0.58198184
Norway,1985,84,270175,10.39,Monday,L,0,4159187,0,0.865,TRUE,0.36444435
Norway,1997,78.3,508986,19.7,Monday,L,0,4417599,0,0.886,TRUE,0.3973264
Norway,1989,83.16,318711,12.069999999999997,Monday,L,0,4233116,0,0.866,TRUE,0.31876877
Norway,2005,77.4,280560,10.600000000000001,Monday,L,0,4606363,0,0.894,TRUE,0.4150185
Norway,1981,82,134377,5.5000000000000036,Monday,L,0,4107063,0,0.865,TRUE,0.3684828
Norway,2009,76.4,334332,12.489999999999998,Monday,L,0,NA,0,0.897,TRUE,0.3966801
Norway,2001,75.5,77780,3.1000000000000014,Tuesday,L,0,4524066,0,0.891,TRUE,0.38912007
Norway,2017,78.2,68052,2.3999999999999986,Monday,L,0,NA,0,0.895,TRUE,0.40304646
Norway,1993,75.8,489351,19.879999999999995,Monday,L,0,4324815,0,0.885,TRUE,0.34928444
Norway,2013,78.2,114537,4.030000000000001,Monday,L,0,NA,0,0.889,TRUE,0.41501057
Pakistan,2013,53.62,7403440,16.3,Saturday,L,0,NA,0,0.466,FALSE,0.526845
Pakistan,1990,45.2,113295,0.6000000000000014,Wednesday,L,0,106000000,0,0.375,FALSE,0.53986484
Pakistan,2018,51.9,4090759,7.700000000000003,Wednesday,L,0,NA,0,0.402,FALSE,0.529781
Peru,2001,81.4,643627,6.200000000000003,Sunday,P,1,26346840,0,0.736,TRUE,0.74544436
Peru,2001,82.3,1138310,11,Sunday,P,1,26346840,1,0.736,TRUE,0.74544436
Peru,2006,87.7,694937,5.260000000000005,Sunday,P,1,NA,0,0.796,TRUE,0.71266
Peru,2006,88.7,61174,0.5999999999999979,Sunday,L,1,NA,1,0.796,TRUE,0.71266
Peru,2016,81.8,2886412,19,Sunday,P,1,NA,1,0.783,TRUE,0.6842254
Peru,2011,83.72,296222,2.3000000000000007,Sunday,L,1,NA,1,0.807,TRUE,0.68850374
Peru,2011,83.71,1193469,8.149999999999999,Sunday,P,1,NA,1,0.807,TRUE,0.68850374
Peru,2016,81.9,2423367,19.880000000000003,Sunday,L,1,NA,1,0.783,TRUE,0.6842254
Peru,2011,82.5,447057,6,Sunday,P,1,NA,0,0.807,TRUE,0.68850374
Peru,2006,88.7,772400,7,Sunday,P,1,NA,1,0.796,TRUE,0.71266
Peru,2001,80.5,620208,6.600000000000001,Sunday,L,1,26346840,1,0.736,TRUE,0.74544436
Peru,2016,80.09,41057,0.23999999999999488,Sunday,P,1,NA,0,0.783,TRUE,0.6842254
Poland,2015,50.9,2050213,13.489999999999998,Sunday,L,0,NA,0,0.873,TRUE,0.4812476
Poland,2005,40.6,336455,2.8999999999999986,Sunday,L,0,38028000,0,0.883,TRUE,0.47832566
Poland,2005,49.7,481739,3,Sunday,P,0,38028000,0,0.883,TRUE,0.47832566
Poland,2015,49,148032,1,Sunday,P,0,NA,0,0.873,TRUE,0.4812476
Poland,2010,55.3,1014753,6,Sunday,P,0,NA,0,0.893,TRUE,0.47342026
Poland,2015,55.9,518316,3.200000000000003,Sunday,P,0,NA,0,0.873,TRUE,0.4812476
Poland,1995,64.7,358342,2,Sunday,P,0,38609000,0,0.889,TRUE,0.41502297
Poland,2007,53.9,1517533,9.399999999999999,Sunday,L,0,38115000,0,0.873,TRUE,0.47865012
Poland,2001,46.3,3691420,28.3,Sunday,L,0,38242000,0,0.881,TRUE,0.44108203
Poland,2005,51,1235149,8,Sunday,P,0,38028000,0,0.883,TRUE,0.47832566
Poland,1990,53.4,6939598,48.599999999999994,Sunday,P,0,38183000,0,0.747,TRUE,0.35223973
Poland,1997,47.9,876149,6.699999999999996,Sunday,L,0,38660000,0,0.871,TRUE,0.4140148
Poland,2000,61.1,6441083,36.599999999999994,Sunday,P,0,38254000,0,0.88,TRUE,0.4393096
Poland,1980,98.87,24563500,99,Sunday,L,0,35735000,0,0.214,FALSE,0.32326892
Poland,1991,43.2,37231,0.3000000000000007,Sunday,L,0,38309000,0,0.866,TRUE,0.36111504
Poland,1995,68.2,646263,3.4000000000000057,Sunday,P,0,38609000,0,0.889,TRUE,0.41502297
Poland,1990,60.6,2772284,17,Sunday,P,0,38183000,0,0.747,TRUE,0.35223973
Poland,2010,54.9,853064,4.539999999999999,Sunday,P,0,NA,0,0.893,TRUE,0.47342026
Poland,2011,48.92,1334757,9.300000000000004,Sunday,L,0,NA,0,0.894,TRUE,0.476833
Portugal,2011,58.03,592834,10.609999999999996,Sunday,L,0,NA,0,0.892,TRUE,0.49764186
Portugal,1999,61.09,635764,11.740000000000002,Sunday,L,0,10195000,0,0.873,TRUE,0.49205318
Portugal,1980,84.4,937039,16.199999999999996,Sunday,P,0,9819000,0,0.845,TRUE,0.40917364
Portugal,1983,77.8,525648,9.590000000000003,Monday,L,0,9970000,0,0.86,TRUE,0.42955613
Portugal,2016,48.66,1351818,29.12,Sunday,P,0,NA,0,0.892,TRUE,0.49020988
Portugal,1991,62.16,2763142,56.19,Sunday,P,0,9867147,0,0.862,TRUE,0.45684776
Portugal,1986,75.4,1185914,21,Sunday,P,0,10007000,0,0.867,TRUE,0.4468236
Portugal,2009,59.68,423573,7.450000000000003,Sunday,L,0,NA,0,0.896,TRUE,0.48951724
Portugal,1996,66.29,439925,7.819999999999993,Sunday,P,0,10073000,0,0.873,TRUE,0.4859971
Portugal,2002,61.48,132181,2.4200000000000017,Sunday,L,0,10407000,0,0.883,TRUE,0.50242954
Portugal,2011,46.52,1400118,33.21000000000001,Sunday,P,0,NA,0,0.892,TRUE,0.49764186
Portugal,1995,66.3,569166,9.64,Sunday,L,0,10043000,0,0.865,TRUE,0.49422234
Portugal,2005,64.26,934887,16.26,Sunday,L,0,10529000,0,0.893,TRUE,0.5065089
Portugal,2015,55.84,245774,4.539999999999999,Sunday,L,0,NA,0,0.891,TRUE,0.4907104
Portugal,1987,71.6,1569498,28.51,Sunday,L,0,9981000,0,0.87,TRUE,0.44620022
Portugal,1980,77.8,1023814,17.7,Sunday,L,0,9819000,0,0.845,TRUE,0.40917364
Portugal,2001,49.71,902067,20.869999999999997,Sunday,P,0,10356117,0,0.877,TRUE,0.51264846
Portugal,1985,74.2,516841,9.240000000000002,Sunday,L,0,10014000,0,0.866,TRUE,0.44825134
Portugal,1986,78,138692,2.4000000000000057,Sunday,P,0,10007000,0,0.867,TRUE,0.4468236
Portugal,1991,67.78,1231593,21.470000000000002,Sunday,L,0,9867147,0,0.862,TRUE,0.45684776
Portugal,2006,61.53,1635134,29.8,Sunday,P,0,NA,0,0.896,TRUE,0.5144094
Romania,1992,76.3,838564,7.709999999999997,Sunday,L,0,22810035,1,0.557,TRUE,0.38248143
Romania,2004,58.5,538806,5.280000000000001,Sunday,L,0,21673000,1,0.594,TRUE,0.5205836
Romania,2016,39.5,1792487,25.5,Sunday,L,0,NA,0,0.733,TRUE,0.5097688
Romania,2000,65.3,1856437,17.13,Sunday,L,0,22435000,1,0.617,TRUE,0.47266522
Romania,2014,53.1,954687,10,Sunday,P,0,NA,0,0.676,TRUE,0.5469189
Romania,1996,76.01,1058461,8.650000000000002,Sunday,L,0,22608000,1,0.579,TRUE,0.4713564
Romania,1990,86.2,10703310,74.42999999999999,Sunday,P,0,23207000,1,0.517,TRUE,0.35835204
Romania,2000,65.3,897980,8,Sunday,P,0,22435000,1,0.617,TRUE,0.47266522
Romania,2009,58.02,70048,0.6599999999999966,Sunday,P,0,NA,0,0.669,TRUE,0.5609646
Romania,2004,56.7,733628,7,Sunday,P,0,21673000,1,0.594,TRUE,0.5205836
Romania,1992,76.3,1916459,16,Sunday,P,0,22810035,1,0.557,TRUE,0.38248143
Romania,1996,76,511152,4,Sunday,P,0,22608000,1,0.579,TRUE,0.4713564
Romania,2004,55.21,245274,2.4599999999999937,Sunday,P,0,21673000,0,0.594,TRUE,0.5205836
Romania,2009,54.4,125802,1,Sunday,P,0,NA,0,0.669,TRUE,0.5609646
Romania,2000,57.5,3372376,33.66,Sunday,P,0,22435000,0,0.617,TRUE,0.47266522
Romania,2014,64.1,1024386,8.799999999999997,Sunday,P,0,NA,0,0.676,TRUE,0.5469189
